1	0.00655
2	0.00595
3	0.007
4	0.00715
5	0.0047
6	0.0055
7	0.0057
8	0.0051
9	0.00585
10	0.00535
11	0.006475
12	0.0051
13	0.005
14	0.0053
15	0.00575
16	0.00525
17	0.0066
18	0.0049
19	0.0057
20	0.0057
21	0.0058
22	0.00555
23	0.0063
24	0.006275
25	0.006275
26	0.00685
27	0.0063
28	0.00525
29	0.00505
30	0.0059
31	0.004975
32	0.0061
33	0.0051
34	0.0051
35	0.00615
36	0.00565
37	0.003975
38	0.00435
39	0.00675
40	0.0055
41	0.00585
42	0.00525
43	0.0066
44	0.00515
45	0.006
46	0.005475
47	0.00685
48	0.0062
49	0.0058
50	0.0059
51	0.00625
52	0.0059
53	0.00595
54	0.00485
55	0.0053
56	0.005675
57	0.0054
58	0.0053
59	0.0071
60	0.00605
61	0.0065
62	0.0066
63	0.0037
64	0.0058
65	0.00545
66	0.004625
67	0.004625
68	0.00635
69	0.006375
70	0.005
71	0.0049
72	0.0056
73	0.005
74	0.0044
75	0.0045
76	0.0047
77	0.00495
78	0.00645
79	0.00385
80	0.0059
81	0.00615
82	0.00665
83	0.00575
84	0.005275
85	0.00495
86	0.00515
87	0.00485
88	0.00495
89	0.00465
90	0.0048
91	0.0056
92	0.00385
93	0.0057
94	0.0053
95	0.00575
96	0.004675
97	0.0048
98	0.0051
99	0.004425
100	0.005375
