1e+07	0.0926378
2e+07	0.0886827
3e+07	0.106851
4e+07	0.0982035
5e+07	0.104757
6e+07	0.121796
7e+07	0.11117
8e+07	0.0882191
9e+07	0.0845011
1e+08	0.120039
1.1e+08	0.0953948
1.2e+08	0.0857842
1.3e+08	0.0794193
1.4e+08	0.0898505
1.5e+08	0.0869626
1.6e+08	0.0960487
1.7e+08	0.0765
1.8e+08	0.102374
1.9e+08	0.0756932
2e+08	0.0885153
2.1e+08	0.102343
2.2e+08	0.0918137
2.3e+08	0.106765

1e+07	0.0956019
2e+07	0.118062
3e+07	0.108354
4e+07	0.120705
5e+07	0.111234
6e+07	0.104992
7e+07	0.0911633
8e+07	0.0887337
9e+07	0.113265
1e+08	0.109574
1.1e+08	0.110863
1.2e+08	0.122466
1.3e+08	0.114641
1.4e+08	0.101613
1.5e+08	0.100378
1.6e+08	0.126792
1.7e+08	0.119308
1.8e+08	0.106616
1.9e+08	0.137395
2e+08	0.101712
2.1e+08	0.0913101
2.2e+08	0.117655
2.3e+08	0.0889251

1e+07	0.138273
2e+07	0.117025
3e+07	0.0920779
4e+07	0.114515
5e+07	0.116917
6e+07	0.12409
7e+07	0.0860673
8e+07	0.120389
9e+07	0.125072
1e+08	0.117945
1.1e+08	0.0901083
1.2e+08	0.101554
1.3e+08	0.122774
1.4e+08	0.104645
1.5e+08	0.129798
1.6e+08	0.137069
1.7e+08	0.154657
1.8e+08	0.106325
1.9e+08	0.116489
2e+08	0.121273
2.1e+08	0.0987101
2.2e+08	0.118952
2.3e+08	0.093638

1e+07	0.115092
2e+07	0.140638
3e+07	0.0942626
4e+07	0.114226
5e+07	0.108952
6e+07	0.11861
7e+07	0.112924
8e+07	0.0969335
9e+07	0.0969199
1e+08	0.109629
1.1e+08	0.113293
1.2e+08	0.107392
1.3e+08	0.134468
1.4e+08	0.108257
1.5e+08	0.125893
1.6e+08	0.107101
1.7e+08	0.114702
1.8e+08	0.101718
1.9e+08	0.118001
2e+08	0.154754
2.1e+08	0.164256
2.2e+08	0.137498
2.3e+08	0.102275

1e+07	0.129273
2e+07	0.159469
3e+07	0.113033
4e+07	0.125143
5e+07	0.118936
6e+07	0.131854
7e+07	0.106685
8e+07	0.126283
9e+07	0.120134
1e+08	0.124423
1.1e+08	0.126667
1.2e+08	0.144702
1.3e+08	0.140895
1.4e+08	0.111412
1.5e+08	0.148545
1.6e+08	0.146249
1.7e+08	0.133471
1.8e+08	0.129195
1.9e+08	0.131145
2e+08	0.131344
2.1e+08	0.167194
2.2e+08	0.131849

1e+07	0.11096
2e+07	0.152918
3e+07	0.146872
4e+07	0.150855
5e+07	0.131332
6e+07	0.14498
7e+07	0.140581
8e+07	0.176182
9e+07	0.135894
1e+08	0.150185
1.1e+08	0.122346
1.2e+08	0.143113
1.3e+08	0.134388
1.4e+08	0.125361
1.5e+08	0.128233
1.6e+08	0.128845
1.7e+08	0.1193
1.8e+08	0.125459
1.9e+08	0.153251
2e+08	0.140884
2.1e+08	0.149314
2.2e+08	0.149794

