0	0.0215575
1	0.0215575
2	0.0199112
3	0.0191061
4	0.0186546
5	0.018043
6	0.0172562
7	0.0167716
8	0.0161565
9	0.0158745
10	0.0154388
11	0.015041
12	0.0146599
13	0.014341
14	0.013991
15	0.0137327
16	0.0133844
17	0.0130679
18	0.0127543
19	0.0125012
20	0.0123172
21	0.0121094
22	0.0118902
23	0.0116734
24	0.0114564
25	0.0112805
26	0.0111055
27	0.010921
28	0.0107544
29	0.0105876
30	0.0105011
31	0.0103883
32	0.0102516
33	0.0100987
34	0.0099507
35	0.00984013
36	0.00964875
37	0.00954774
38	0.00947157
39	0.00936673
40	0.00919583
41	0.00911775
42	0.00897715
43	0.00887176
44	0.00875355
45	0.00868038
46	0.00860722
47	0.00851576
48	0.00840846
49	0.00828315
50	0.00818678
51	0.00809122
52	0.00796346
53	0.00789384
54	0.0078204
55	0.00770874
56	0.00765195
57	0.00756131
58	0.00747722
59	0.00737839
60	0.00730632
61	0.00721104
62	0.00711685
63	0.00701966
64	0.00696915
65	0.00687059
66	0.00674883
67	0.00668085
68	0.00658966
69	0.0065266
70	0.00643268
71	0.00640101
72	0.00633658
73	0.0062585
74	0.00623584
75	0.00613237
76	0.0060502
77	0.0059702
78	0.00591833
79	0.00579957
80	0.00569637
81	0.00561556
82	0.00549598
83	0.00543128
84	0.00535538
85	0.00528795
86	0.00518066
87	0.00508783
88	0.0050234
89	0.00491256
90	0.00484048
91	0.00474302
92	0.00467913
93	0.00459778
94	0.00451151
95	0.0043993
96	0.004292
97	0.00419645
98	0.00410199
99	0.0039906
100	0.00391034
101	0.00379977
102	0.00371349
103	0.00363268
104	0.00351638
105	0.0034525
106	0.00334247
107	0.00324091
108	0.00313635
109	0.00303588
110	0.00292777
111	0.0028041
112	0.00270254
113	0.00258405
114	0.00250215
115	0.00239567
116	0.00230558
117	0.00221002
118	0.00212621
119	0.00204321
120	0.00195585
121	0.00189852
122	0.00184473
123	0.0015507
124	0.00127196
125	0.000990484
126	0.000651677
127	0.000333892

0	0.0208206
1	0.0208206
2	0.0192256
3	0.0184458
4	0.0180698
5	0.0175237
6	0.0168322
7	0.0164507
8	0.0158076
9	0.0154729
10	0.0150852
11	0.0146559
12	0.0143327
13	0.0139408
14	0.0136548
15	0.0133494
16	0.0130601
17	0.0126986
18	0.0124763
19	0.0121755
20	0.0119537
21	0.0117396
22	0.0115261
23	0.0113634
24	0.0112529
25	0.0110981
26	0.0108865
27	0.0107047
28	0.0105586
29	0.0104055
30	0.0102521
31	0.0101312
32	0.0099732
33	0.00983183
34	0.00973203
35	0.00957097
36	0.00944464
37	0.00933718
38	0.00918214
39	0.00910393
40	0.0090085
41	0.0088953
42	0.00884991
43	0.00875147
44	0.00864018
45	0.00859506
46	0.00849799
47	0.00841678
48	0.00828197
49	0.00819884
50	0.00810177
51	0.00798802
52	0.0079265
53	0.0078688
54	0.00780345
55	0.00769353
56	0.00762052
57	0.00751415
58	0.0073993
59	0.00730907
60	0.00726313
61	0.00719258
62	0.00711629
63	0.00705203
64	0.00695961
65	0.00683793
66	0.00677422
67	0.0066848
68	0.00663613
69	0.00656832
70	0.00651336
71	0.00644554
72	0.00634218
73	0.00627738
74	0.00618249
75	0.006098
76	0.00604358
77	0.00598534
78	0.00592655
79	0.00583331
80	0.0057685
81	0.00569249
82	0.00561838
83	0.00555331
84	0.00549233
85	0.00539909
86	0.00534905
87	0.00524623
88	0.00520385
89	0.00513768
90	0.00502912
91	0.0049408
92	0.00488502
93	0.00481912
94	0.0047699
95	0.00468294
96	0.00460173
97	0.00449372
98	0.00436384
99	0.00428181
100	0.00419157
101	0.00411473
102	0.00404583
103	0.00395231
104	0.00388094
105	0.00380274
106	0.00370922
107	0.00360805
108	0.0035241
109	0.00342539
110	0.00332941
111	0.00325012
112	0.00315933
113	0.00308113
114	0.0030196
115	0.00293511
116	0.00283831
117	0.00275519
118	0.0026603
119	0.00256843
120	0.00249351
121	0.00243225
